course_id,course_name,course_category_id,class_hours,credit_hours ,examination_method ,instructor_name ,course_explain
647,GIS Technical Architect,647,28,3,Plexiglass,Neddy Gilley,Fmly dsrp-fam absnce NEC
648,Administrative Assistant IV,648,36,34,Stone,Rhianna Pilmoor,Hx-malig skin melanoma
649,Teacher,649,97,26,Vinyl,Norri Larwood,Iatrogenic carnitine def
650,Recruiting Manager,650,45,41,Granite,Bron Ferri,Shiga txn-produce E.coli
651,Software Consultant,651,57,12,Rubber,Thelma Remer,Pseudomemb conjunctivit
652,Sales Representative,652,95,88,Brass,Jamaal Wattins,Inflam postproc bleb NOS
653,Director of Sales,653,58,4,Glass,Georgeanne Antram,Coxsackie endocarditis
654,Budget/Accounting Analyst IV,654,13,68,Plastic,Coralyn Attridge,Opn wnd ant abdomen-comp
655,Actuary,655,38,48,Plexiglass,Laina Biasio,Obstruction gallbladder
656,Operator,656,51,30,Plexiglass,Berty Mogenot,Benign neoplasm brain
657,Civil Engineer,657,99,20,Rubber,Augusto McGilvray,Opn subdur hem-coma NOS
658,VP Product Management,658,12,64,Stone,Leodora Gaylor,Ac duod ulc hem/perf-obs
659,GIS Technical Architect,659,21,42,Wood,Lynett Littrick,Spon ab w compl NOS-comp
660,Nuclear Power Engineer,660,66,23,Stone,Octavia Phillput,Spinal stenosis-oth site
661,Administrative Officer,661,69,94,Granite,Kippar Stoke,Legal abort w shock-unsp
662,Developer III,662,60,12,Granite,Gaylene Braunstein,Ectopic hormone secr NEC
663,Financial Analyst,663,22,39,Steel,Phil Sego,Whooping cough NOS
664,Senior Financial Analyst,664,83,33,Glass,Adara Alcott,Arterial disease NEC
665,Executive Secretary,665,26,70,Wood,Renate Lucock,Absence of muscle/tendon
666,Human Resources Manager,666,76,47,Vinyl,Reagen Stronough,Cns dysfunction syn NB
667,Recruiter,667,18,73,Glass,Odilia Surpliss,Loc osteoarth NOS-pelvis
668,Junior Executive,668,68,13,Rubber,Quincey Filimore,Reflux esophagitis
669,Account Executive,669,66,10,Steel,Dionis Guillet,Hodgkins sarcoma pelvic
670,Payment Adjustment Coordinator,670,52,59,Granite,Junette Kaasman,Inapp chg hCG early preg
671,Legal Assistant,671,30,61,Stone,Oby Stivani,Idio periph neurpthy NOS
672,Account Executive,672,2,92,Granite,Raphaela Mews,Impacted cerumen
673,VP Sales,673,9,27,Steel,Cleveland Petrosian,Traumatic cataract NOS
674,Quality Engineer,674,11,11,Stone,Dee dee Quinevan,"Amputation foot, unilat"
675,Payment Adjustment Coordinator,675,16,79,Vinyl,Elnora Gilbanks,Academic/work inhibition
676,Research Nurse,676,53,45,Steel,Bone Chavrin,Deep 3rd deg burn ear
677,Sales Representative,677,53,29,Granite,Maxi Piffe,Fall on/from train-empl
678,Help Desk Technician,678,38,71,Rubber,Garrick Caddock,Sarcosporidiosis
679,Web Designer IV,679,86,44,Plexiglass,Marylin Averay,Joint replaced hip
680,Geological Engineer,680,37,22,Brass,Sherwin Balas,Screening for alcoholism
681,Civil Engineer,681,50,46,Plexiglass,Windham Willicott,Volunteer activity
682,Financial Analyst,682,79,61,Rubber,Lion Caitlin,Balance autosom transloc
683,Registered Nurse,683,42,17,Plastic,Sharia Simoens,Lt eff inj thor/abd vess
684,Analog Circuit Design manager,684,74,9,Plastic,Mollee Restill,Herpes zoster NOS
685,Pharmacist,685,93,27,Aluminum,Jackelyn Stopps,Human herpesvir 6 enceph
686,Programmer II,686,96,10,Brass,Alexandr Renish,Malig neo cervix NEC
687,Clinical Specialist,687,21,3,Glass,Ali Gioani,"Mountain,rock/wall climb"
688,Sales Associate,688,40,91,Plastic,Hashim Dollin,Patent ductus arteriosus
689,Safety Technician I,689,99,99,Vinyl,Hanny Sillars,2nd deg burn trunk NOS
690,Nurse,690,85,12,Glass,Corrine Battie,Vesical fistula NEC
691,Pharmacist,691,51,71,Brass,Amil Skerme,Nox sub NOS aff NB/fetus
692,Executive Secretary,692,60,2,Steel,Kale Boas,Nonorganic circadian rhy
693,Account Coordinator,693,1,98,Rubber,Micheal Prazor,Ben carcinoid desc colon
694,Environmental Tech,694,14,78,Brass,Feliza Robjant,Chancroid
695,Human Resources Manager,695,70,71,Glass,Gillie Tupman,Fx c3 vertebra-closed
696,GIS Technical Architect,696,57,25,Granite,Clayborn Chesley,Talipes valgus
697,General Manager,697,3,89,Granite,Odele Uzzell,Villonod synovit-mult jt
698,Help Desk Operator,698,67,71,Glass,Jayson Pitts,Candidiasis site NOS
699,Physical Therapy Assistant,699,81,79,Granite,Alonzo Kenneway,Oth mononeur lower limb
700,Media Manager IV,700,60,91,Granite,Antin Faulks,Late ef CV dis-cognf def
701,Associate Professor,701,99,56,Granite,Orelee Cantu,Mal histiocytosis thorax
702,General Manager,702,24,14,Plastic,Cinnamon Joslow,Trematode infection NOS
703,Engineer I,703,4,73,Aluminum,Rurik Gibbeson,Retina exudates/deposits
704,Senior Cost Accountant,704,73,2,Brass,Arron Yoxen,Cervical disc degen
705,Data Coordinator,705,47,85,Aluminum,Tate Hinzer,Dental caries - arrested
706,Editor,706,59,34,Brass,Alis Boston,Viral arthritis NEC
707,Registered Nurse,707,22,36,Stone,Aylmar Gleasane,Uterine tumor-postpartum
708,Associate Professor,708,94,84,Aluminum,Claretta Innman,Fx radius shaft-open
709,Professor,709,94,57,Plexiglass,Brittaney Vlies,Salpingo-oophoritis NOS
710,VP Sales,710,40,69,Rubber,Claybourne Naulls,Spon ab w pel damag-unsp
711,Quality Control Specialist,711,1,72,Vinyl,Goldy Kinmond,Loc prim osteoarthr NEC
712,Software Engineer IV,712,1,14,Wood,Giffy Burghall,Postphlebtc syn w inflam
713,Administrative Officer,713,25,90,Brass,Leonie Becerro,Deep 3 deg brn hand NOS
714,Computer Systems Analyst I,714,6,28,Vinyl,Cathryn Keling,Zygomycosis
715,Developer III,715,21,94,Brass,Tamra Waleworke,Toxic eff isopropyl alc
716,Assistant Manager,716,79,48,Rubber,Zandra Megarry,Ascariasis
717,Geological Engineer,717,43,61,Wood,Murray Vink,Tics of organic origin
718,Legal Assistant,718,17,67,Glass,Chrisy Clara,Cubitus valgus
719,Technical Writer,719,73,100,Plastic,Lynelle Font,RR acc NEC-pedestrian
720,Cost Accountant,720,59,59,Steel,Aeriela Heyns,Fitting artificial arm
721,Web Designer III,721,67,44,Rubber,Arnaldo Hughlin,Arthritis due to rubella
722,General Manager,722,74,14,Vinyl,Brocky Pimer,Lymphomas NEC pelvic
723,Pharmacist,723,61,46,Aluminum,Meriel Akrigg,Fet growth retard wtNOS
724,Mechanical Systems Engineer,724,76,92,Plastic,Tudor Cowburn,Opn skl vlt fx-proln com
725,Associate Professor,725,47,78,Plastic,Casey Scolding,Fetal malnutr 500-749g
726,Paralegal,726,34,61,Brass,Domeniga Zorzi,Paresis of accommodation
727,Geological Engineer,727,82,45,Wood,Jobina McGeneay,Animal bite NOS
728,Database Administrator III,728,68,57,Glass,Marchall Emm,Compensatory emphysema
729,Payment Adjustment Coordinator,729,45,65,Brass,Ulysses Greene,Macrotia
730,Staff Scientist,730,31,72,Plastic,Valaree Chastanet,Lacrimal mucocele
731,Web Designer I,731,40,27,Granite,Frederich Faucherand,Hx vaginal dysplasia
732,Administrative Assistant II,732,93,19,Brass,Arlie Brashier,Premature beats NOS
733,Chief Design Engineer,733,78,55,Vinyl,Dixie Fautley,Cong heart anomaly NEC
734,Account Representative II,734,17,100,Stone,Garv Grishelyov,Nonsupp otitis media NOS
735,Food Chemist,735,27,33,Wood,Correy Annott,Cystostomy status NEC
736,Budget/Accounting Analyst IV,736,45,30,Aluminum,Garrek Barnett,Disloc finger NOS-open
737,Software Engineer II,737,17,10,Stone,Chickie Oldacre,Raynaud's syndrome
738,Librarian,738,81,28,Stone,Wilden Fieldstone,Poisoning-cholera vaccin
739,Programmer Analyst I,739,49,76,Aluminum,Darda Matchett,Varic vein leg preg-unsp
740,Community Outreach Specialist,740,83,52,Rubber,Humphrey Cruickshanks,Mv-train coll-pers NOS
741,Cost Accountant,741,90,87,Brass,Brigg Teasell,Oth coll stn obj-ped cyc
742,Structural Engineer,742,48,93,Brass,Chickie Borrell,Adv eff diuretics NEC
743,Senior Cost Accountant,743,88,99,Rubber,Brandea Ketton,Food poisoning NOS
744,VP Product Management,744,64,80,Steel,Winnie Sofe,Shock w/o trauma NEC
745,Database Administrator III,745,95,59,Aluminum,Boris Colliss,Venomous snake bite
746,Recruiting Manager,746,82,59,Brass,Averil Compson,Pois-card rhythm regulat
747,Project Manager,747,93,36,Stone,Haven Giroldi,Hyperestrogenism
748,Computer Systems Analyst III,748,20,85,Steel,Terrie Roch,Fetal conjoin twins-del
749,Engineer II,749,51,40,Wood,Marigold Dykes,Staphylococcus unspcfied
750,VP Accounting,750,99,88,Rubber,Naoma Cookley,Syph retrobulb neuritis
751,Product Engineer,751,30,86,Plastic,Tallie Mougeot,Bladder replacement NEC
752,Software Consultant,752,53,39,Plastic,Alleen Axten,Schizoid personality NOS
753,VP Product Management,753,32,52,Glass,Marita Watsham,Swallowed blood syndrome
754,Developer II,754,87,41,Brass,Dukie Borthwick,40-49% bdy brn/30-39% 3d
755,Editor,755,84,31,Plexiglass,Karry Bettam,Triplet pregnancy-deliv
756,Information Systems Manager,756,28,28,Glass,Syman Bartram,Contusion abdominal wall
757,Sales Associate,757,91,28,Aluminum,Victoria Godsafe,"Fx femur, midcervic-clos"
758,Engineer II,758,63,35,Glass,Ange Swynley,Aspergillosis
759,General Manager,759,53,9,Glass,Emanuele Steptowe,Pseudopterygium
760,Structural Engineer,760,4,95,Granite,Svend Joseff,Open brain lacer-concuss
761,Payment Adjustment Coordinator,761,10,87,Rubber,Kim Kubicki,Srvl mplnt sbdrm cntrcep
762,Clinical Specialist,762,11,54,Brass,Orrin Fancutt,Pyogen arthritis-forearm
763,Teacher,763,54,9,Wood,Kaitlyn Dunnett,Late ef-spch/lng def NOS
764,Marketing Assistant,764,69,49,Steel,Gar Whatling,Monoarthritis NOS-up/arm
765,Assistant Media Planner,765,60,87,Granite,Hi Brezlaw,Osseo fail dental implnt
766,Project Manager,766,100,80,Steel,Cari Geroldo,Rubella nerve compl NOS
767,Internal Auditor,767,72,90,Wood,Virgina Rowney,Presbyopia
768,Teacher,768,3,68,Plexiglass,Matthaeus Chumley,Mal neo soft tissue arm
769,Environmental Specialist,769,88,100,Aluminum,Roman Yong,Hodg lymph deplet axilla
770,Pharmacist,770,24,89,Steel,Adan Celier,Mal neo islet langerhans
771,Clinical Specialist,771,21,37,Plastic,Kitty Linton,FB granuloma of muscle
772,Professor,772,69,29,Stone,Adele Saltsberger,Lt eff nerv inj trnk NEC
773,Programmer I,773,7,36,Plexiglass,Fanchon Barnsdale,Cellulitis of buttock
774,Help Desk Operator,774,50,25,Plexiglass,Luca Winspeare,Nonparalyt polio-type 1
775,Assistant Media Planner,775,11,54,Rubber,Miof mela Matyukon,Syndactyl toe w fusion
776,Occupational Therapist,776,64,56,Aluminum,Kerri Vanni,Retina layer separat NOS
777,Software Consultant,777,37,73,Plastic,Iver Handrahan,Disloc acromioclavic-opn
778,Human Resources Assistant II,778,52,96,Vinyl,Shannon Rahl,Oth off-road mv acc-psgr
779,Associate Professor,779,15,90,Steel,Rodrick Orts,Op skl fx NEC/br inj NEC
780,Technical Writer,780,45,19,Glass,Ericka Andreasson,Injury axillary artery
781,Dental Hygienist,781,7,61,Rubber,Bambie Dursley,Retina venous engorgemnt
782,Operator,782,100,74,Wood,Dewain Lidierth,Oth umbil cord compress
783,Chief Design Engineer,783,59,26,Vinyl,Victor Tudbald,Hodg nodul sclero mult
784,Software Test Engineer I,784,76,77,Plastic,Bernard McGarvey,Chronc pain d/t trauma
785,Structural Analysis Engineer,785,75,28,Granite,Alaric Emmerson,Funct dis intestine NEC
786,Pharmacist,786,7,16,Aluminum,Barb Josh,Ill-define condition NEC
787,VP Marketing,787,58,56,Rubber,Kelsey Schubert,Placenta previa-antepart
788,Senior Quality Engineer,788,43,1,Wood,Woodie Sans,Substance abuse-family
789,Safety Technician III,789,29,89,Vinyl,Gabriell Warrender,Sciatica
790,Web Developer IV,790,59,21,Brass,Phillida Smoote,Twins w fetal loss-del
791,Help Desk Technician,791,44,80,Glass,Keri Rydings,Cent perf tympanic memb
792,Business Systems Development Analyst,792,25,48,Plexiglass,Dudley Marney,Hydrocele NOS
793,Civil Engineer,793,42,75,Aluminum,Roda O' Mullan,Thoracoscop conv to open
794,Design Engineer,794,45,19,Steel,Henrietta Ellul,RR acc NEC-person NEC
795,Staff Scientist,795,46,8,Aluminum,Jaclin Jory,TB fem gen NEC-oth test
796,Social Worker,796,98,98,Stone,Aarika Kock,Mushroom workers' lung
797,Financial Advisor,797,68,45,Brass,Herta Randales,Adv eff vitamins NEC
798,Automation Specialist III,798,84,44,Aluminum,Darill Casassa,Prsnl hst ot spf dgst ds
799,Programmer Analyst I,799,96,33,Vinyl,Paloma Lupson,Depr psychos-sev w psych
800,Marketing Assistant,800,79,61,Brass,Ursala Worton,Fetal malnutr 2000-2499g
801,VP Sales,801,42,1,Granite,Graig Drains,Hymenolepiasis
802,Financial Analyst,802,55,74,Brass,Jemimah Harland,Acq absence of oth joint
803,Senior Financial Analyst,803,7,59,Plexiglass,Mella Pinckstone,Mixed lymphosarc abdom
804,Help Desk Technician,804,59,35,Aluminum,Anthe Fealey,Lymphangioleiomyomatosis
805,Internal Auditor,805,51,69,Glass,Penni Vinnick,Myalgia and myositis NOS
806,Pharmacist,806,69,44,Brass,Elliott Odegaard,Ulceratve colitis unspcf
807,Compensation Analyst,807,81,68,Plexiglass,Levy Emblow,Ac pul manif d/t radiat
808,VP Quality Control,808,77,70,Plexiglass,Mollie Powter,Acc poison-cns drug NOS
809,Junior Executive,809,62,76,Aluminum,Sarene Clearley,Mixed hyperlipidemia
810,Registered Nurse,810,40,31,Glass,Dion Deniske,Mal neo lip NEC
811,Clinical Specialist,811,84,57,Rubber,Brade Luna,Unc behav neo resp NEC
812,Marketing Assistant,812,82,64,Glass,Brina Brose,Hydroureter
813,Food Chemist,813,27,55,Rubber,Allin Duigenan,Cl skull vlt fx w/o coma
814,Administrative Assistant III,814,94,50,Granite,Daven Spuner,W/craft fall NOS-skier
815,Editor,815,1,17,Rubber,Alford McTear,Adv eff ovarian hormones
816,Junior Executive,816,55,37,Plexiglass,Zorine Grahlman,Dicalc phos cry-site NEC
817,VP Product Management,817,76,81,Vinyl,Dedie Pillman,Renovasc hypertension
818,General Manager,818,30,43,Vinyl,Val McTrustie,War inj:aircrft des-enmy
819,Senior Editor,819,100,29,Stone,Gilly Giannassi,Leg abor w pelv inf-unsp
820,Associate Professor,820,91,57,Glass,Cynde Aimeric,Opn cortex lacer-no coma
821,Data Coordinator,821,4,99,Rubber,Tades MacElharge,Thyroiditis NOS
822,Statistician II,822,52,10,Plexiglass,Johnnie Newgrosh,Local conjunctiva adhes
823,Automation Specialist I,823,77,38,Aluminum,Emeline Aickin,"BMI 70 and over, adult"
824,Occupational Therapist,824,53,11,Wood,Caryn Helliar,DMI wo cmp uncntrld
825,Social Worker,825,92,45,Granite,Tamqrah Gres,Acute chest syndrome
826,Cost Accountant,826,40,27,Aluminum,Danice Addington,Edema of larynx
827,Project Manager,827,14,38,Wood,Son Downer,Perinat jaund-hered anem
828,Senior Cost Accountant,828,32,22,Glass,Vite Stubbeley,Ventral hernia NOS
829,Community Outreach Specialist,829,16,23,Brass,Dallon Doche,Trans hyperten-postpart
830,Occupational Therapist,830,52,79,Vinyl,Quintana Flippini,T1-t6 fx-cl/com cord les
831,Executive Secretary,831,33,89,Stone,Stephana Brixey,Aft oral cav/dig sys NEC
832,Financial Advisor,832,78,11,Aluminum,Tommie Josskowitz,Suffocation-plastic bag
833,General Manager,833,25,80,Stone,Marjy Cattini,Cupping of optic disc
834,Environmental Tech,834,33,53,Plastic,Tabitha Tomkin,Mal neo tip/lat tongue
835,Food Chemist,835,90,56,Steel,Guglielma Barbary,Glutathione dis anemia
836,Budget/Accounting Analyst I,836,69,9,Plexiglass,Honor Calkin,Macular cornea dystrophy
837,Systems Administrator IV,837,54,77,Brass,Ludovico Conaghan,Sleep disturbance NOS
838,Accounting Assistant I,838,71,90,Glass,Trudey Yeiles,Abn react-shock therapy
839,Nurse Practicioner,839,22,97,Stone,Rafaello Perott,Cryptogenic organiz pneu
840,Software Consultant,840,86,89,Wood,Gerardo Tart,Abdmnal mass rt upr quad
841,Senior Financial Analyst,841,40,56,Granite,Carla Cranefield,Cataract NEC
842,Developer II,842,1,78,Vinyl,Reggie Shanley,Abn glandular pap smear
843,Recruiting Manager,843,11,41,Wood,Gertie Mingardo,Furnit w/o sub fall
844,Quality Engineer,844,64,52,Vinyl,Deidre Garnar,Tooth pulp degeneration
845,Desktop Support Technician,845,87,97,Plastic,Janette Hands,Mv brd/alight-ped cycl
846,Database Administrator II,846,75,92,Wood,Joaquin Thurling,Polyp of labia and vulva
847,Database Administrator I,847,29,7,Steel,Nanny McArthur,Gal&bil cal w/oth w/o ob
848,Information Systems Manager,848,91,30,Wood,Mitchell Blenkinsop,Uns mono leuk w rmsion
849,Pharmacist,849,63,13,Stone,Alyss Weeke,"Fx mid/prx phal, hand-op"
850,Professor,850,37,68,Plastic,Meier Stannion,One eye-tot/oth-near nor
851,Design Engineer,851,83,5,Stone,Patten Marriott,Chronic pain syndrome
852,Editor,852,86,77,Plexiglass,Gaspar Geane,Family hx-condition NEC
853,Human Resources Manager,853,55,21,Steel,Harriet Beebis,"Fx humer, lat condyl-opn"
854,Physical Therapy Assistant,854,65,85,Rubber,Guillaume Sieghart,Falciparum malaria
855,Programmer III,855,56,76,Wood,Rhodie Swadon,Infect NOS-delivered
856,Junior Executive,856,76,84,Rubber,Nehemiah Bordes,Aseptic necrosis femur
857,VP Sales,857,13,91,Brass,Massimo Saward,Vitamin Deficiency NEC
858,Web Designer III,858,83,10,Stone,Myron Brixey,Fall-parachutist
859,Junior Executive,859,65,30,Vinyl,Elvyn Bagniuk,Staphylcocc septicem NOS
860,Project Manager,860,67,64,Aluminum,Ollie Whiteoak,Stomach injury-open
861,Food Chemist,861,65,77,Plexiglass,Olivia Stansbury,Adv eff salicylates
862,Quality Control Specialist,862,29,90,Plexiglass,Roosevelt Trodd,Malign neopl cerebrum
863,Occupational Therapist,863,98,90,Aluminum,Kristen Ingilson,Open wound of forearm
864,VP Product Management,864,46,45,Aluminum,Westbrooke Schusterl,Disloc midtarsal-open
865,Database Administrator IV,865,26,28,Rubber,Winfred O'Corrane,Jt stiffness NEC-pelvis
866,Budget/Accounting Analyst I,866,71,36,Plastic,Mabel Slinn,Stricture of artery
867,Computer Systems Analyst II,867,24,80,Plastic,Paulie Fri,Sexual precocity NEC
868,Senior Editor,868,49,96,Stone,Jehu Fehely,Abnorm vagina-delivered
869,Occupational Therapist,869,59,18,Rubber,Meara Oakeby,Mal neo spermatic cord
870,Clinical Specialist,870,87,90,Plastic,Sheila Kinsman,Fet/plac prob NOS-antepa
871,Nurse,871,41,42,Granite,Blondelle Dablin,Mal neo soft tissue NOS
872,Graphic Designer,872,55,17,Granite,Beltran Farran,Foreign body esophagus
873,Web Developer IV,873,34,40,Steel,Anett McAleese,Disorders of eyelid NEC
874,Senior Cost Accountant,874,49,22,Vinyl,Eadmund Le Guin,Mal neo conjunctiva
875,Media Manager I,875,80,83,Brass,Sibelle Canada,Inj super mesenteric art
876,Civil Engineer,876,78,24,Steel,Odey Nunes Nabarro,Circadian rhym sleep NOS
877,Social Worker,877,29,33,Brass,Gabriellia Kalderon,Abn serum enzy level NEC
878,Recruiter,878,43,18,Steel,Jonis Mourgue,Spon abort w shock-comp
879,Recruiting Manager,879,72,19,Rubber,Hetty Fortune,Allerg arthritis-ankle
880,Account Coordinator,880,51,48,Wood,Daffie Markos,Gastroduodenal dis NEC
881,Analyst Programmer,881,93,60,Wood,Zola Bates,3rd burn w loss-elbow
882,Nuclear Power Engineer,882,21,72,Steel,Kit Orpin,Cor ath natv art tp hrt
883,Recruiting Manager,883,86,97,Plexiglass,Jamey Turvie,Asy bacteriuria-antepart
884,Research Nurse,884,48,32,Rubber,Leandra Milliken,Aftercare organ transplt
885,Accountant I,885,71,79,Brass,Herc Isaksson,Plantar wart
886,Social Worker,886,99,42,Brass,Wolfy Ottam,Twins w fetal loss-ante
887,Senior Quality Engineer,887,90,83,Rubber,Cris Moreman,Ocular lac w/o prolapse
888,Administrative Officer,888,17,87,Rubber,Wilhelmina Winkle,Myogenic ptosis
889,Cost Accountant,889,55,22,Brass,Cornie Willwood,Chr otitis externa NEC
890,Nuclear Power Engineer,890,9,34,Stone,Honey Waren,Epicranial subapo hemorr
891,Associate Professor,891,26,82,Plexiglass,Hi Woodyer,"Pressure ulcer,stage III"
892,Operator,892,74,77,Brass,Nata Martinetto,Unc behav neo GI NEC
893,Professor,893,48,10,Rubber,Henri Magog,Weaning from respirator
894,Database Administrator I,894,9,21,Steel,Stan Vayne,Mal neo ant 2/3 tongue
895,Nurse Practicioner,895,62,7,Aluminum,Margalit Jumont,Reiter arthritis-mult
896,Cost Accountant,896,70,98,Granite,Gaynor Atkinson,Prolonged labor NOS-unsp
897,Research Associate,897,86,47,Vinyl,Gabriell Goodread,Mitral valve dis NEC/NOS
898,Business Systems Development Analyst,898,52,91,Steel,Jocelyne Mallabar,Idiopathic scoliosis
899,Accounting Assistant I,899,70,58,Plastic,Lianne Hurdis,Jt derangment NEC-shlder
900,Director of Sales,900,71,47,Aluminum,Hephzibah Holstein,Malig carcinoid duodenum
901,Statistician III,901,27,1,Vinyl,Vonni Marval,Hematospermia
902,Technical Writer,902,15,89,Plexiglass,Marabel Shasnan,Traum arthropathy-up/arm
903,Software Test Engineer IV,903,94,95,Vinyl,Halley Faichney,Arenaviral hem fever
904,Data Coordinator,904,42,75,Glass,Sallyanne Ioselevich,Mv-train coll-anim rid
905,Software Consultant,905,17,53,Granite,Sebastien Eckersall,Pois-antineop antibiotic
906,Environmental Tech,906,73,24,Glass,Tami Demogeot,Protein-cal malnutr NOS
907,Quality Engineer,907,79,25,Glass,Nevins Klishin,Strabismic amblyopia
908,Paralegal,908,94,13,Vinyl,Pansie Chevalier,Carbuncle of leg
909,Staff Accountant II,909,4,75,Rubber,Sebastiano Sheerin,Air press chnge: aircrft
910,Accountant I,910,62,27,Steel,Talia Bollom,Stenosis ear d/t inflam
911,Librarian,911,50,15,Brass,Lucio Aldington,Polyart juv rheum arthr
912,Speech Pathologist,912,15,70,Brass,Lionello Goodee,Ornithosis pneumonia
913,Paralegal,913,18,24,Plastic,Grant St Ange,Fet grwth ret 1250-1499g
914,Teacher,914,33,19,Glass,Farly Thairs,Measles complication NOS
915,Systems Administrator II,915,79,48,Stone,Jared Sekulla,Chr vasc insuff intest
916,Health Coach II,916,77,74,Brass,Rosana Benedetti,Bone disorder-postpartum
917,Editor,917,31,72,Plastic,Hamish Creswell,Duodenal obstruction NEC
918,VP Accounting,918,54,72,Wood,Lyn Killimister,TB of vertebra-no exam
919,Civil Engineer,919,14,18,Steel,Rosa Calltone,Trauma compart synd NEC
920,Software Test Engineer III,920,95,47,Rubber,Harmonia Mibourne,Tuberous sclerosis
921,Graphic Designer,921,7,87,Glass,Seana Peete,Ocular lac w/o prolapse
922,VP Sales,922,56,42,Vinyl,Marjorie Spours,TB sp crd absc-exam unkn
923,Marketing Assistant,923,99,69,Wood,Datha Pavie,Benign carcinoid thymus
924,Senior Quality Engineer,924,30,76,Glass,Averyl MacWhirter,Joint pain-forearm
925,Computer Systems Analyst II,925,99,70,Granite,Stefano Tait,Mycosis fungoides spleen
926,Administrative Officer,926,56,10,Wood,Sander Cleghorn,Septate uterus
927,VP Marketing,927,59,72,Vinyl,Ethelred Walch,"Thalassemia, unspecified"
928,Web Developer I,928,43,85,Plastic,Moishe Tuckey,Venereal disease NOS
929,Librarian,929,16,38,Aluminum,Blancha Geerdts,Scrn risk preterm labor
930,Pharmacist,930,78,16,Granite,Dara Radley,Edema
931,Executive Secretary,931,99,99,Rubber,Dorine MacGrath,Kaschin-beck dis-l/leg
932,Assistant Manager,932,31,1,Rubber,Gratiana Yakovitch,Nonsupp otitis media NOS
933,Chief Design Engineer,933,24,98,Stone,Aloise Ousby,Labyrinthine fistula NOS
934,Food Chemist,934,66,24,Wood,Patsy Peatt,Poison-insulin/antidiab
935,Nuclear Power Engineer,935,16,3,Granite,Fidelia Danbi,Obsrv NB suspc resp cond
936,Internal Auditor,936,82,12,Plastic,Shoshana Greenier,Crushing injury forearm
937,Mechanical Systems Engineer,937,81,36,Granite,Christye McKeran,Cl skl w oth fx-coma NOS
938,Food Chemist,938,49,90,Plastic,Ode Frostick,Placent polyp-del w p/p
939,Chief Design Engineer,939,25,20,Plexiglass,Rahal Gabbot,Umbil cond NEC aff NB
940,Analog Circuit Design manager,940,3,18,Granite,Rodge Crier,Diabetes insipidus
941,Product Engineer,941,17,59,Vinyl,Christen Kilmister,Fall from playgrnd equip
942,Software Consultant,942,45,21,Stone,Silvana Elies,Abn vestibular func stud
943,Director of Sales,943,86,98,Brass,Andy Mokes,Joint dis NOS-mult jts
944,Nurse Practicioner,944,10,61,Aluminum,Dorelia Bream,Hx surgery to organs NEC
945,VP Product Management,945,56,87,Vinyl,Christiano Joysey,Cannabis depend-episodic
946,Payment Adjustment Coordinator,946,31,96,Stone,Orlando Bosse,Vitreous membranes
947,Data Coordinator,947,44,14,Stone,Abbe O'Crevan,Impairm auditory discrim
948,Account Executive,948,25,98,Steel,Jermayne Luparto,Ac rheumatic myocarditis
949,Recruiting Manager,949,93,86,Plexiglass,Gaylor Picken,Lymphomas NEC inguin
950,Internal Auditor,950,89,2,Granite,Kenon Gregs,Pulmonary tularemia
951,Research Assistant IV,951,35,69,Plexiglass,Natividad Gouny,Mal neo pelvic girdle
952,Senior Quality Engineer,952,63,1,Vinyl,Norina Marmyon,Correct transpos grt ves
953,Developer III,953,96,13,Rubber,Clerkclaude Brockie,IV bisphosphonates
954,Assistant Media Planner,954,86,79,Steel,Karleen Torricina,Myel leuk NOS in relapse
955,Chemical Engineer,955,93,44,Steel,Sully Grundy,Pois-arsenic anti-infec
956,VP Marketing,956,21,52,Aluminum,Nicola Tampling,Run water w/o sub fall
957,Help Desk Technician,957,73,18,Granite,Robby Debrett,Cl skull vlt fx/hem NEC
958,Librarian,958,53,53,Steel,Pincus Morales,Nonorganic sleep dis NEC
959,Research Nurse,959,20,86,Glass,Evita Farraway,Infect/parasite dis NEC
960,Project Manager,960,5,56,Plexiglass,Waverly Tromans,Psychogen musculskel dis
961,Staff Accountant IV,961,58,96,Plexiglass,Cissiee Semmence,Hx of liver malignancy
962,Biostatistician II,962,20,69,Plexiglass,Aharon Worton,X-ray/gamma ray exposure
963,Assistant Media Planner,963,15,35,Aluminum,Fanechka Cathenod,Benign neoplasm scrotum
964,Budget/Accounting Analyst III,964,90,20,Plexiglass,Radcliffe Volkes,Fracture three ribs-open
965,Senior Sales Associate,965,6,37,Plexiglass,Candi Spavins,Hx antineoplastic chemo
966,Administrative Assistant II,966,9,93,Aluminum,Doris Heinsen,Ret prod conc-del w p/p
967,Financial Analyst,967,47,8,Plexiglass,Ramon McGibbon,Fibromatoses NEC
968,Systems Administrator II,968,73,95,Plexiglass,Gretel Stoggell,Radiation kyphosis
969,Senior Editor,969,7,22,Wood,Hannie Fernandes,"Cong hip sublux, unilat"
970,Analyst Programmer,970,2,6,Glass,Luz Preist,Drug dependen-del w p/p
971,Biostatistician II,971,83,59,Stone,Fifi Kirsche,Hodg nodul sclero pelvic
972,Environmental Specialist,972,73,87,Brass,Hedi Czaple,NB hemolyt dis-isoim NEC
973,Information Systems Manager,973,21,54,Plexiglass,Maximo Goodbar,Disc lup erythematos lid
